model,year,price,transmission,mileage,mpg,engine
 2 Series,2017,16350,Automatic,13750,62.8,2
 X1,2013,9995,Manual,44013,51.4,2
 3 Series,2015,10000,Automatic,99530,67.3,2
 3 Series,2016,14295,Automatic,86060,134.5,2
 3 Series,2015,9500,Manual,128850,56.5,2
 X3,2016,15500,Manual,72070,52.3,2
 X3,2016,16295,Automatic,81050,54.3,2
 5 Series,2016,9000,Manual,93240,65.7,2
 1 Series,2015,11695,Automatic,58620,67.3,2
 3 Series,2010,3800,Manual,156800,58.9,2
 3 Series,2012,8985,Automatic,67458,62.8,2
 4 Series,2014,13991,Automatic,44042,57.7,2
 X1,2012,7985,Automatic,82570,56.5,2
 X3,2015,13985,Automatic,77120,54.3,2
 X5,2013,21000,Automatic,52000,45.6,3
 3 Series,2013,9489,Manual,52757,62.8,2
 3 Series,2017,18999,Automatic,24658,134.5,2
 5 Series,2016,15499,Automatic,35487,65.7,2
 2 Series,2015,14700,Automatic,32882,60.1,0
 2 Series,2016,14999,Manual,21985,44.1,2
 5 Series,2013,11299,Automatic,73876,55.4,3
 1 Series,2016,10399,Manual,33546,83.1,1.5
 3 Series,2013,10995,Manual,45883,62.8,2
 3 Series,2016,16995,Automatic,14867,56.5,3
 5 Series,2014,13995,Automatic,48280,62.8,2
 1 Series,2015,10495,Manual,27000,78.5,1.5
 5 Series,2016,12494,Automatic,49305,68.9,2
 5 Series,2016,13699,Automatic,36813,68.9,2
 X1,2016,15994,Manual,24984,58.9,2
 X5,2018,47994,Automatic,19750,47.1,3
 3 Series,2007,5994,Automatic,118000,38.2,3
 2 Series,2016,9799,Automatic,67170,72.4,1.5
 3 Series,2015,13999,Manual,40430,56.5,2
 5 Series,2015,11999,Automatic,74014,62.8,2
 3 Series,2017,18999,Automatic,29528,64.2,2
 3 Series,2015,11999,Manual,40814,68.9,2
 4 Series,2016,18499,Automatic,60018,49.6,3
 4 Series,2016,15499,Manual,32157,42.8,2
 3 Series,2018,21200,Automatic,13590,64.2,2
 3 Series,2018,18000,Automatic,24240,64.2,0
 2 Series,2015,8995,Automatic,64888,68.9,2
 3 Series,2016,16999,Manual,18520,43.5,2
 1 Series,2015,9499,Manual,54228,83.1,1.5
 1 Series,2013,7399,Manual,58149,74.3,1.6
 5 Series,2017,24999,Automatic,5336,156.9,2
 4 Series,2015,15499,Manual,32423,53.3,2
 5 Series,2017,22199,Automatic,21319,62.8,2
 5 Series,2014,14750,Automatic,20741,62.8,2
 1 Series,2015,12059,Automatic,69758,60.1,2
 2 Series,2017,14000,Manual,18234,52.3,1.5
 1 Series,2016,10599,Manual,27636,83.1,1.5
 3 Series,2011,4994,Manual,112000,62.8,2
 5 Series,2013,11000,Automatic,86000,51.4,2
 1 Series,2012,6500,Manual,93000,62.8,2
 1 Series,2017,19750,Automatic,29000,39.8,3
 5 Series,2014,11500,Automatic,92000,57.6,2
 1 Series,2013,8000,Manual,50000,49.6,1.6
 3 Series,2017,13199,Automatic,54962,74.3,2
 5 Series,2016,16399,Automatic,45036,44.8,2
 2 Series,2016,10725,Manual,45930,48.7,1.5
 X1,2016,15199,Automatic,41571,60.1,2
 4 Series,2016,13999,Manual,45253,67.3,2
 1 Series,2014,9999,Manual,63169,64.2,2
 3 Series,2017,15349,Automatic,53347,148.7,2
 1 Series,2016,10699,Manual,34933,83.1,1.5
 1 Series,2013,9999,Manual,48279,50.4,1.6
 3 Series,2017,13499,Automatic,52716,70.6,2
 X3,2014,14999,Automatic,47925,50.4,2
 X3,2015,18699,Automatic,24288,54.3,2
 3 Series,2018,16200,Automatic,10591,67.3,2
 2 Series,2017,16499,Automatic,16888,51.4,1.5
 2 Series,2017,15887,Automatic,46827,141.2,1.5
 X1,2013,10299,Automatic,33412,52.3,2
 4 Series,2015,15699,Automatic,33689,70.6,2
 1 Series,2016,12599,Manual,29752,70.6,1.5
 4 Series,2014,14999,Automatic,32463,43.5,2
 X1,2017,15399,Manual,18097,68.9,2
 3 Series,2016,15499,Manual,42571,58.9,2
 5 Series,2015,10699,Automatic,93056,68.9,2
 3 Series,2015,13999,Automatic,46531,61.4,2
 1 Series,2012,7899,Manual,85827,62.8,2
 1 Series,2017,14599,Automatic,15361,72.4,1.5
 X5,2017,30999,Automatic,32812,47.1,3
 1 Series,2018,12399,Manual,23635,72.4,1.5
 5 Series,2016,13119,Manual,51780,60.1,2
 2 Series,2015,10999,Manual,54050,74.3,1.5
 1 Series,2016,11299,Manual,24441,78.5,1.5
 3 Series,2015,18499,Automatic,31047,51.4,3
 1 Series,2014,13999,Manual,53832,35.3,3
 2 Series,2017,15999,Automatic,29122,51.4,1.5
 1 Series,2016,10199,Manual,58305,83.1,1.5
 3 Series,2014,8199,Manual,94347,65.7,2
 1 Series,2018,14399,Manual,13094,37.7,1.5
 1 Series,2015,11499,Manual,50127,57.6,2
 3 Series,2013,9999,Manual,74947,62.8,2
 2 Series,2017,14495,Manual,28180,53.3,1.5
 4 Series,2016,20499,Automatic,16955,53.3,3
 1 Series,2018,21999,Automatic,30400,39.8,3
 4 Series,2016,15499,Automatic,64997,55.4,3
 3 Series,2013,12299,Automatic,43425,57.6,3
 4 Series,2016,11250,Manual,97706,62.8,2
 3 Series,2016,11750,Automatic,50318,67.3,2
 3 Series,2015,13350,Automatic,51126,57.6,2
 4 Series,2015,14999,Automatic,73150,50.4,3
 3 Series,2017,18299,Automatic,32185,134.5,2
 3 Series,2015,9667,Automatic,80739,62.8,2
 4 Series,2017,22550,Automatic,25328,50.4,3
 3 Series,2015,9350,Automatic,91969,68.9,2
 3 Series,2013,8399,Manual,65001,68.9,2
 3 Series,2017,16550,Automatic,20771,64.2,2
 1 Series,2014,8092,Manual,66995,65.7,2
 5 Series,2016,13499,Automatic,72095,62.8,2
 5 Series,2016,13999,Automatic,71353,56.5,2
 1 Series,2017,12499,Automatic,27656,72.4,1.5
 1 Series,2016,11999,Manual,15066,83.1,1.5
 3 Series,2014,14250,Automatic,65033,52.3,3
 5 Series,2014,14199,Automatic,30749,57.6,2
 2 Series,2016,18999,Automatic,35159,37.2,3
 X1,2014,10999,Manual,26742,51.4,2
 4 Series,2016,10899,Manual,76280,67.3,2
 1 Series,2012,7149,Manual,71842,62.8,2
 1 Series,2016,10299,Manual,36007,83.1,1.5
 X5,2016,27499,Automatic,46720,85.6,2
 2 Series,2016,14879,Automatic,20937,51.4,1.5
 2 Series,2016,8999,Manual,80051,74.3,1.5
 1 Series,2015,15499,Automatic,48916,37.7,3
 1 Series,2017,11861,Manual,23268,78.5,1.5
 1 Series,2016,10849,Manual,32690,78.5,1.5
 3 Series,2016,16529,Automatic,63679,134.5,2
 5 Series,2016,14999,Automatic,64231,53.3,3
 2 Series,2015,7999,Manual,89569,62.8,2
 2 Series,2017,19350,Automatic,18455,135.5,1.5
 X1,2014,11499,Automatic,46000,52.3,2
 5 Series,2015,12450,Automatic,79315,62.8,2
 1 Series,2016,11557,Manual,26146,53.3,1.5
 1 Series,2019,15199,Manual,7565,53.3,1.5
 1 Series,2016,9995,Manual,49782,78.5,1.5
 1 Series,2014,13083,Automatic,48343,60.1,2
 1 Series,2015,9500,Manual,56941,83.1,1.5
 2 Series,2015,11399,Automatic,65033,68.9,2
 5 Series,2015,11399,Automatic,92428,62.8,2
 1 Series,2016,10607,Manual,90868,52.3,1.5
 X3,2017,18250,Automatic,36204,54.3,2
 3 Series,2014,10375,Manual,66919,57.6,2
 4 Series,2015,12499,Manual,50452,62.8,2
 1 Series,2016,9899,Manual,47325,83.1,1.5
 5 Series,2015,14499,Automatic,29269,68.9,2
 1 Series,2016,10999,Manual,35898,83.1,1.5
 1 Series,2015,10000,Manual,35259,83.1,1.5
 2 Series,2016,15499,Manual,11448,47.1,1.5
 5 Series,2016,15999,Automatic,28774,62.8,2
 3 Series,2016,16212,Automatic,31499,54.3,3
 4 Series,2017,14778,Automatic,56292,70.6,2
 1 Series,2014,11250,Automatic,17408,67.3,2
 1 Series,2019,15199,Manual,10844,53.3,1.5
 1 Series,2016,9349,Manual,71381,78.5,1.5
 1 Series,2015,12999,Automatic,34267,70.6,2
 3 Series,2010,3690,Manual,96000,62.8,2
 X1,2016,18899,Automatic,22780,44.8,2
 X1,2016,17499,Automatic,35421,55.4,2
 4 Series,2014,10991,Manual,81978,60.1,2
 3 Series,2013,8991,Manual,64377,68.9,2
 3 Series,2014,9991,Automatic,44287,68.9,2
 6 Series,2017,29991,Automatic,28879,31,4.4
 3 Series,2015,15491,Automatic,35248,64.2,2
 X5,2016,25991,Automatic,62756,47.1,3
 3 Series,2017,17488,Automatic,15537,64.2,2
 X5,2018,51988,Automatic,9691,25.4,4.4
 5 Series,2019,28488,Automatic,205,65.7,2
 3 Series,2019,29488,Automatic,7935,48.7,2
 4 Series,2017,16488,Manual,27599,62.8,2
 5 Series,2016,21988,Automatic,29314,51.4,3
 2 Series,2017,17988,Manual,19837,47.1,1.5
 X5,2018,39988,Automatic,16933,85.6,2
 X5,2020,53988,Automatic,5000,37.7,3
 2 Series,2019,23447,Automatic,2231,50.4,2
 M4,2020,52988,Automatic,10,34,3
 M4,2020,45488,Automatic,10,34,3
 M4,2020,49488,Automatic,10,34,3
 3 Series,2016,13988,Automatic,42102,51.4,2
 M4,2020,45488,Automatic,10,34,3
 4 Series,2017,25488,Automatic,23910,41.5,3
 1 Series,2019,16499,Automatic,7559,55.5,1.5
 X3,2015,18999,Automatic,21512,54.3,2
 2 Series,2016,12150,Manual,57417,50.4,1.5
 1 Series,2013,12250,Automatic,48491,60.1,2
 5 Series,2012,8499,Manual,77201,62.8,2
 1 Series,2016,11999,Automatic,38204,78.5,1.5
 1 Series,2016,10550,Manual,40313,78.5,1.5
 1 Series,2015,9750,Manual,48534,72.4,1.5
 1 Series,2016,10999,Manual,27681,83.1,1.5
 X1,2016,14499,Manual,27795,68.9,2
 4 Series,2018,26488,Automatic,21770,41.5,3
 5 Series,2018,28988,Automatic,40820,39.2,3
 X3,2020,34988,Automatic,5000,54.3,2
 3 Series,2019,28988,Automatic,4673,48.7,2
 4 Series,2019,25988,Automatic,5000,65.7,2
 1 Series,2019,27988,Automatic,3574,40.4,1.5
 1 Series,2019,28488,Automatic,6744,40.4,1.5
 3 Series,2019,28488,Automatic,5741,48.7,2
 X5,2019,49488,Automatic,6560,27.2,3
 6 Series,2019,35988,Automatic,3693,47.9,3
 X5,2019,49488,Automatic,6748,27.2,3
 3 Series,2020,53988,Automatic,5000,34.9,3
 M4,2020,53988,Automatic,5000,34,3
 X1,2020,28488,Manual,5000,40.4,2
 3 Series,2016,18788,Automatic,49477,53.3,3
 3 Series,2017,23488,Automatic,16730,51.4,3
 2 Series,2016,14718,Manual,23130,47.1,1.5
 3 Series,2017,18999,Manual,28772,60.1,2
 1 Series,2016,12199,Manual,41621,65.7,2
 3 Series,2016,18988,Automatic,32722,134.5,2
 X3,2019,33988,Automatic,7765,54.3,2
 3 Series,2018,22988,Automatic,21276,56.5,3
 X6,2019,58988,Automatic,5000,26.4,3
 5 Series,2017,27488,Automatic,23500,39.2,3
 1 Series,2016,12999,Automatic,68949,43.5,2
 2 Series,2016,12799,Manual,57561,67.3,1.5
 5 Series,2017,25176,Automatic,34640,60.1,3
 4 Series,2015,14750,Manual,38974,42.8,2
 X1,2016,12999,Manual,58557,68.9,2
 1 Series,2016,11788,Manual,17084,78.5,1.5
 3 Series,2016,16999,Automatic,23157,134.5,2
 3 Series,2019,24988,Automatic,6332,54.3,2
 1 Series,2019,30488,Automatic,5000,34.5,2
 1 Series,2019,26988,Automatic,5000,51.4,2
 M4,2019,44988,Automatic,5000,34,3
 M5,2019,74988,Automatic,2684,24.1,4.4
 X2,2019,28988,Automatic,9401,58.9,2
 X7,2020,66988,Automatic,5000,33.6,3
 1 Series,2020,25988,Automatic,5000,40.4,1.5
 3 Series,2017,24488,Automatic,24122,51.4,3
 1 Series,2019,24488,Automatic,7932,47.9,2
 1 Series,2017,21988,Manual,10417,36.2,3
 3 Series,2017,26488,Automatic,16074,49.6,3
 M4,2018,36991,Manual,9662,31,3
 M4,2016,31491,Semi-Auto,27817,34,3
 Z4,2016,15991,Manual,25921,41.5,2
 3 Series,2017,12991,Automatic,46567,67.3,2
 X1,2017,17988,Automatic,44775,57.6,2
 3 Series,2018,24988,Automatic,23288,51.4,3
 X2,2019,27988,Automatic,5599,39.2,2
 2 Series,2020,26988,Automatic,5000,47.9,2
 4 Series,2016,20991,Automatic,14613,60.1,2
 X3,2011,10991,Automatic,29670,50.4,2
 1 Series,2014,10400,Automatic,25975,48.7,1.6
 1 Series,2016,10990,Manual,36681,83.1,1.5
 2 Series,2016,16181,Manual,28895,60.1,2
 2 Series,2020,34988,Automatic,5000,36.2,2
 X1,2016,18988,Automatic,38635,55.4,2
 2 Series,2020,26988,Automatic,1221,49.6,2
 2 Series,2017,10000,Manual,85600,55.4,1.5
 2 Series,2016,8500,Manual,79460,68.9,2
 3 Series,2015,11295,Automatic,94590,62.8,2
 1 Series,2016,11988,Manual,20698,78.5,1.5
 X5,2016,34488,Automatic,48761,42.8,3
 2 Series,2020,24988,Automatic,5000,48.7,2
 2 Series,2019,27988,Automatic,2290,46.3,2
 3 Series,2015,10695,Automatic,105090,62.8,2
 5 Series,2015,10295,Automatic,101030,68.9,2
 3 Series,2016,16000,Automatic,51440,49.6,3
 X1,2011,7950,Automatic,70582,45.6,2
 X1,2012,7999,Manual,88706,51.4,2
 6 Series,2006,4999,Automatic,126054,29.7,3
 3 Series,2015,8799,Manual,92468,68.9,2
 X3,2014,11000,Manual,109450,52.3,2
 5 Series,2016,12795,Automatic,64470,62.8,2
 2 Series,2015,9295,Manual,71670,68.9,2
 X1,2016,11495,Manual,110710,60.1,2
 2 Series,2016,11500,Automatic,83280,65.7,2
 X3,2017,28988,Automatic,22800,48.7,3
 M4,2020,47488,Automatic,10,34,3
 1 Series,2016,14988,Automatic,25633,65.7,2
 X1,2016,13500,Manual,75220,58.9,2
 X3,2014,12795,Automatic,72430,54.3,2
 4 Series,2014,8500,Manual,141300,58.9,2
 X3,2016,15795,Automatic,73850,47.9,3
 X3,2016,13795,Automatic,110390,54.3,2
 3 Series,2016,14795,Automatic,70250,134.5,2
 5 Series,2014,10295,Automatic,103230,60.1,2
 2 Series,2015,7195,Manual,92920,68.9,2
 X3,2015,12000,Automatic,126700,54.3,2
 2 Series,2017,12000,Automatic,88100,141.2,1.5
 5 Series,2015,14500,Automatic,30310,62.8,2
 X1,2016,12795,Manual,71720,68.9,2
 1 Series,2017,9500,Manual,72120,72.4,1.5
 X1,2017,19488,Automatic,34959,44.8,2
 3 Series,2017,21988,Automatic,41741,51.4,3
 3 Series,2014,15680,Semi-Auto,64260,52.3,3
 X1,2016,16799,Automatic,50296,55.4,2
 6 Series,2008,8499,Automatic,94000,39.2,3
 3 Series,2016,10695,Automatic,100680,60.1,2
 4 Series,2016,13500,Automatic,100550,58.9,2
 3 Series,2014,9295,Manual,103260,58.9,2
 3 Series,2016,8695,Manual,101930,72.4,2
 3 Series,2014,12295,Manual,56300,58.9,2
 X4,2014,18500,Automatic,67210,47.9,3
 1 Series,2017,12295,Automatic,52810,68.9,2
 1 Series,2016,8795,Manual,98210,65.7,2
 5 Series,2016,10000,Automatic,124840,62.8,2
 3 Series,2014,9000,Automatic,155790,54.3,3
 3 Series,2018,19995,Manual,22000,61.4,2
 Z3,2002,14995,Automatic,16500,29.4,2.2
 X1,2018,21995,Automatic,2500,46.3,1.5
 3 Series,2007,2375,Manual,94000,38.7,2
 X4,2015,19799,Automatic,51536,47.9,3
 3 Series,2011,5975,Manual,51000,60.1,2
 X1,2010,6695,Manual,64000,54.3,2
 1 Series,2009,2995,Manual,120000,62.8,2
 1 Series,2016,7999,Manual,80103,83.1,1.5
 3 Series,2012,8499,Manual,41000,42.8,2
 1 Series,2014,8290,Manual,65106,50.4,1.6
 5 Series,2014,14695,Automatic,56000,53.3,3
 M6,2006,12495,Semi-Auto,89000,19.1,5
 3 Series,2016,13495,Automatic,74000,64.2,2
 1 Series,2015,11485,Manual,23460,35.3,3
 1 Series,2017,15750,Manual,6290,36.2,3
 M3,2004,16950,Manual,80000,23.7,3.2
 1 Series,2017,19988,Automatic,30139,39.8,3
 X5,2016,28488,Automatic,49880,47.1,3
 X2,2019,28988,Automatic,7893,58.9,2
 1 Series,2019,24488,Automatic,7488,61.4,2
 3 Series,2017,17950,Automatic,43000,53.3,3
 Z4,2012,10595,Manual,47800,41.5,2
 5 Series,2013,10995,Automatic,45464,60.1,2
 M6,2014,28490,Automatic,53249,28.5,4.4
 5 Series,2019,25450,Automatic,23000,65.7,2
 3 Series,2015,12400,Manual,48402,62.8,2
 7 Series,2015,17950,Automatic,65397,49.6,3
 M4,2018,34990,Automatic,9210,34,3
 3 Series,2017,15000,Automatic,85070,134.5,2
 X5,2015,17500,Automatic,116130,47.9,3
 1 Series,2006,2990,Manual,88000,37.7,1.6
 1 Series,2013,7675,Manual,60000,65.7,2
 3 Series,2009,4975,Manual,80000,45.6,2
 1 Series,2013,7990,Manual,46057,68.9,2
 3 Series,2012,8995,Automatic,53333,68.9,2
 3 Series,2015,12350,Manual,52507,57.6,2
 5 Series,2013,12950,Automatic,57604,55.4,3
 3 Series,2010,2995,Manual,101104,44.8,2
 1 Series,2014,8990,Manual,77424,65.7,2
 5 Series,2010,7990,Automatic,85724,46.3,3
 3 Series,2015,11000,Automatic,83590,62.8,2
 i3,2015,12500,Automatic,79830,470.8,0
 4 Series,2015,12695,Automatic,105730,58.9,2
 4 Series,2017,16000,Automatic,50390,65.7,2
 1 Series,2014,8000,Manual,94420,65.7,2
 5 Series,2015,10795,Automatic,91360,62.8,2
 X1,2015,10795,Manual,22580,57.6,2
 3 Series,2017,15500,Automatic,54590,47.9,2
 5 Series,2012,9990,Automatic,48417,60.1,2
 3 Series,2012,7275,Automatic,80000,52.3,2
 1 Series,2013,8990,Manual,62635,64.2,2
 1 Series,2013,7475,Manual,65000,49.6,1.6
 1 Series,2013,7990,Manual,60000,65.7,1.6
 1 Series,2013,6990,Manual,84000,68.9,2
 3 Series,2014,9990,Manual,70643,62.8,2
 1 Series,2008,3975,Manual,79000,62.8,2
 1 Series,2014,7990,Manual,73824,65.7,2
 1 Series,2015,8290,Manual,35000,51.4,1.6
 3 Series,2009,4675,Manual,70000,47.9,2
 5 Series,2013,8975,Manual,65000,58.9,2
 5 Series,2011,9975,Automatic,74000,53.3,2
 1 Series,2012,7375,Manual,60000,49.6,1.6
 5 Series,2015,10499,Automatic,82375,68.9,2
 5 Series,2015,9899,Manual,83643,60.1,2
 3 Series,2012,8275,Automatic,75000,52.3,2
 4 Series,2014,12975,Automatic,65000,60.1,2
 3 Series,2005,4375,Manual,55000,50.4,2
 5 Series,2010,7475,Manual,75000,55.4,2
 5 Series,2014,10675,Automatic,64221,62.8,2
 3 Series,2013,8990,Manual,76247,61.4,2
 1 Series,2012,10975,Manual,45000,56.5,2
 3 Series,2008,2675,Manual,130000,46.3,2
 1 Series,2016,11499,Manual,14668,72.4,1.5
 1 Series,2018,21999,Automatic,16475,39.8,3
 2 Series,2016,11499,Manual,49636,53.3,1.5
 1 Series,2016,10599,Manual,39779,83.1,1.5
 6 Series,2014,18999,Automatic,27782,50.4,3
 4 Series,2015,13500,Manual,44748,53.3,2
 5 Series,2008,6795,Automatic,61442,37.7,2.5
 3 Series,2015,7995,Manual,101215,65.7,2
 X1,2016,13495,Manual,47000,68.9,2
 3 Series,2012,6995,Manual,81000,62.8,2
 5 Series,2008,5475,Automatic,65000,50.4,2
 6 Series,2010,8995,Automatic,92642,40.9,3
 X3,2013,10795,Automatic,94853,50.4,2
 X5,2012,12995,Automatic,110394,37.7,3
 1 Series,2008,4795,Manual,89241,42.8,2
 4 Series,2016,16299,Automatic,52070,65.7,2
 4 Series,2015,14999,Automatic,19887,64.2,2
 5 Series,2013,9950,Manual,70000,55.4,2
 5 Series,2010,7975,Automatic,70000,54.3,2
 3 Series,2016,14975,Manual,49000,60.1,2
 1 Series,2013,7475,Manual,70000,74.3,1.6
 X3,2009,7675,Manual,70000,45.6,2
 3 Series,2013,9975,Manual,70000,58.9,2
 3 Series,2012,7475,Automatic,70000,52.3,2
 5 Series,2018,25999,Automatic,30972,156.9,2
 1 Series,2016,8999,Manual,69647,78.5,1.5
 X1,2017,22999,Automatic,25190,44.8,2
 3 Series,2016,18789,Automatic,33078,134.5,2
 5 Series,2014,6995,Manual,127798,57.6,2
 5 Series,2011,11995,Automatic,85896,50.4,3
 1 Series,2008,3995,Manual,107407,54.3,2
 1 Series,2005,3795,Automatic,63547,42.8,2
 M5,2015,29795,Automatic,28500,28.5,4.4
 4 Series,2015,14999,Manual,36781,53.3,2
 2 Series,2016,12350,Manual,29460,50.4,1.5
 7 Series,2017,25599,Automatic,25014,57.6,3
 X1,2016,13999,Manual,37840,68.9,2
 2 Series,2017,15699,Automatic,45061,141.2,1.5
 1 Series,2018,17999,Automatic,9945,36.7,1.5
 1 Series,2017,20999,Automatic,15887,39.8,3
 5 Series,2017,19499,Automatic,21728,65.7,2
 2 Series,2018,18999,Automatic,3924,50.4,1.5
 3 Series,2018,17199,Automatic,13138,54.3,1.5
 3 Series,2015,11906,Automatic,50713,51.4,2
 2 Series,2016,12306,Manual,18840,52.3,1.5
 1 Series,2019,15989,Automatic,5771,55.5,1.5
 1 Series,2013,16299,Automatic,31086,37.7,3
 1 Series,2016,11799,Manual,19568,78.5,1.5
 1 Series,2014,14099,Manual,53050,35.3,3
 3 Series,2013,8999,Manual,58223,68.9,2
 X3,2015,17999,Automatic,39744,54.3,2
 1 Series,2015,10899,Manual,64716,65.7,2
 2 Series,2016,12000,Automatic,30857,68.9,2
 X5,2016,25000,Automatic,52816,50.4,2
 3 Series,2018,17399,Automatic,29065,64.2,2
 1 Series,2010,6275,Manual,60000,60.1,2
 2 Series,2016,13999,Automatic,11576,64.2,2
 2 Series,2015,17799,Automatic,38902,37.2,3
 M4,2015,26499,Automatic,35284,34,3
 4 Series,2017,19999,Automatic,26162,58.9,2
 5 Series,2016,18749,Automatic,41431,51.4,3
 1 Series,2013,10599,Automatic,21061,48.7,1.6
 X5,2016,29250,Automatic,41464,85.6,2
 4 Series,2016,16099,Manual,37683,62.8,2
 2 Series,2016,16359,Automatic,17748,57.6,2
 4 Series,2016,13699,Automatic,77784,65.7,2
 X4,2016,19250,Automatic,43751,54.3,2
 1 Series,2016,12350,Manual,47324,65.7,2
 1 Series,2016,10499,Manual,36240,83.1,1.5
 1 Series,2015,12270,Automatic,38573,68.9,1.5
 5 Series,2016,15850,Automatic,33740,65.7,2
 1 Series,2016,11125,Manual,33149,78.5,1.5
 3 Series,2014,14500,Automatic,70796,50.4,3
 3 Series,2016,14699,Manual,38206,64.2,2
 5 Series,2015,12999,Manual,52217,60.1,2
 3 Series,2016,16199,Automatic,45223,134.5,2
 6 Series,2017,24499,Automatic,28062,48.7,3
 3 Series,2016,16099,Automatic,40217,148.7,2
 1 Series,2013,10999,Manual,32097,50.4,1.6
 2 Series,2017,15099,Manual,16309,65.7,2
 1 Series,2016,12369,Manual,46170,70.6,1.5
 5 Series,2018,26495,Automatic,23640,156.9,2
 3 Series,2016,12999,Automatic,33332,54.3,1.5
 X1,2013,11056,Automatic,49599,52.3,2
 1 Series,2016,17499,Automatic,26855,37.7,3
 1 Series,2016,11001,Manual,31615,78.5,1.5
 1 Series,2014,8499,Manual,63299,68.9,2
 1 Series,2015,10999,Manual,23905,72.4,1.5
 X1,2014,9999,Manual,42023,51.4,2
 X1,2017,15999,Automatic,60703,65.7,2
 X5,2016,25449,Automatic,46683,47.1,3
 2 Series,2014,10999,Manual,61819,62.8,2
 2 Series,2016,11999,Manual,32878,52.3,1.5
 2 Series,2017,15499,Manual,4240,55.4,1.5
 6 Series,2016,19899,Automatic,50475,49.6,3
 X5,2016,24499,Automatic,57146,50.4,2
 1 Series,2017,13499,Automatic,14597,72.4,1.5
 4 Series,2017,17499,Automatic,33711,65.7,2
 3 Series,2016,11999,Automatic,92300,148.7,2
 2 Series,2016,16279,Automatic,17574,51.4,1.5
 1 Series,2012,5995,Manual,98000,58.9,2
 6 Series,2005,4995,Automatic,84000,24.6,4.4
 M3,2013,25945,Semi-Auto,30500,24.6,4
 3 Series,2001,3050,Automatic,90000,27.7,3
 3 Series,2016,16499,Automatic,24500,134.5,2
 1 Series,2016,11499,Manual,27199,83.1,1.5
 1 Series,2012,7950,Manual,40488,62.8,2
 3 Series,2016,12450,Automatic,66986,65.7,2
 3 Series,2017,17694,Manual,19400,64.2,2
 3 Series,2015,12212,Automatic,59799,62.8,2
 3 Series,2013,9174,Automatic,79144,62.8,2
 X4,2016,19999,Manual,23553,52.3,2
 1 Series,2017,11999,Manual,19108,56.5,1.5
 X5,2016,28999,Automatic,41972,85.6,2
 3 Series,2014,10399,Manual,47059,61.4,2
 5 Series,2016,15699,Automatic,30767,62.8,2
 5 Series,2000,1699,Manual,99209,29.4,2
 1 Series,2016,10699,Manual,35417,78.5,1.5
 1 Series,2014,14799,Manual,31914,35.3,3
 4 Series,2016,14799,Manual,57876,57.6,2
 X5,2015,29949,Automatic,21500,47.1,3
 7 Series,2012,8750,Automatic,134000,41.5,3
 X1,2013,8999,Automatic,60665,52.3,2
 1 Series,2015,13500,Automatic,82876,37.7,3
 5 Series,2013,8999,Automatic,178987,40.4,3
 1 Series,2011,6000,Manual,80183,55.4,2
 3 Series,2010,5999,Automatic,118000,35.8,3
 1 Series,2017,13995,Manual,14646,65.7,2
 3 Series,2007,2995,Automatic,124200,40.9,2
 X5,2012,7250,Automatic,214000,37.7,3
 3 Series,2009,6495,Automatic,122144,34,3
 4 Series,2016,17995,Automatic,27203,58.9,2
 3 Series,2011,6495,Manual,66400,58.9,2
 X1,2016,13299,Manual,45795,68.9,2
 2 Series,2017,10999,Automatic,79715,60.1,2
 2 Series,2016,14412,Automatic,31838,51.4,1.5
 3 Series,2015,13695,Manual,30000,60.1,2
 5 Series,2015,13999,Automatic,50700,60.1,2
 3 Series,2002,3999,Automatic,85452,33.6,2
 1 Series,2012,5995,Manual,92000,49.6,1.6
 1 Series,2016,13995,Automatic,62000,37.7,3
 1 Series,2018,15499,Manual,14287,65.7,2
 5 Series,2016,14999,Automatic,42803,62.8,2
 3 Series,2017,19899,Automatic,28091,134.5,2
 4 Series,2016,15689,Automatic,60464,65.7,2
 6 Series,2012,17199,Automatic,27352,51.4,3
 3 Series,2016,14399,Automatic,68458,148.7,2
 1 Series,2017,13999,Manual,16398,70.6,1.5
 3 Series,2018,17399,Automatic,32117,64.2,2
 1 Series,2016,10899,Manual,23407,78.5,1.5
 4 Series,2017,14999,Automatic,62111,70.6,2
 5 Series,2016,13299,Automatic,80823,62.8,2
 1 Series,2017,9199,Manual,83923,83.1,1.5
 1 Series,2016,10070,Manual,47413,83.1,1.5
 X1,2013,9999,Automatic,53540,52.3,2
